ACM DBLP
36319 37530
35224 19213
14268 20943
23373 9329
7893 24880
7316 12135
5660 413
11896 1198
30096 7061
42399 30823
23507 45756
31587 28264
514 962
31969 41661
19566 26066
23078 47734
3586 1328
22536 19532
25934 16370
1157 50036
1203 8782
1711 15476
2212 767
29618 13448
36867 23432
30486 47898
39969 16901
4138 5406
1432 1442
31113 22008
11484 36184
32109 39669
16048 40972
42035 11890
27824 27468
22646 36574
20858 51660
31084 7149
6526 10405
28198 38781
16496 14949
25259 26990
24589 16708
23926 7298
22892 47000
34856 35219
39938 32349
39074 43553
36163 41187
25493 19412
6340 10674
11364 35419
68 7118
41328 24289
29596 39384
71 16582
29573 43680
10369 1559
16403 1492
3600 11433
11583 20775
27334 4996
5852 29450
22356 45594
19363 41176
2354 19489
124 27907
31840 6649
9624 2076
27395 14712
14505 46405
39378 48937
10088 41250
4479 36182
18398 31917
10310 37417
3779 11066
40973 14598
7411 48704
6955 19591
10778 15247
31144 9100
28765 28984
9328 8645
40785 46619
3427 17758
22496 44237
13008 25530
35356 46649
9636 25381
40206 9150
24592 16711
6324 13466
39876 36604
23386 3355
20944 13319
32469 25226
29862 17337
18934 18379
10612 374
15551 8508
26352 36180
40248 3929
18669 31587
2925 2204
7694 5385
26193 5555
1595 334
9716 4039
41808 18783
5821 44937
8604 24599
16047 40971
15293 14631
13554 34720
13731 39969
11252 32714
9833 30899
1180 1715
42291 50380
19049 2895
21397 21590
39982 25948
35058 33797
634 24093
38074 34189
39552 2423
41382 18241
9958 28013
5299 302
4144 2550
37034 47647
29955 20224
21872 47990
25171 31549
26961 18162
11705 48078
28898 48498
2231 11789
17187 17549
40653 26190
40759 40266
30377 41042
7524 19283
17658 46209
22250 51587
18879 25152
29398 16422
2527 42045
15903 42855
33511 40424
34118 18927
7203 5073
36857 26175
10337 41013
16376 20580
10481 13392
2421 39021
646 33501
6287 3396
12186 31180
11375 47352
13735 2947
10777 1947
3877 3269
11360 38311
14901 42493
20599 24234
1261 858
11743 41308
35762 20168
37000 10794
11919 17675
7214 8022
28075 28316
1010 27147
34369 47861
21993 6570
32555 7058
4087 50757
29747 46729
37466 30081
39242 31815
29051 22185
19410 18422
2848 10776
30242 26883
29631 19614
39126 48327
1735 18618
42180 9198
29373 4800
24361 43909
7441 22478
25287 38483
38667 35636
30209 7888
3159 29745
10601 30905
41996 13575
15354 10950
40766 22611
35299 18334
32304 18491
16745 31796
31146 6608
18889 4690
14219 38473
29411 29437
34671 34225
8851 28874
2274 3977
16859 12796
15981 7381
6966 31106
29674 50494
14583 8386
15053 38285
28066 7816
9392 38711
33235 47440
37143 25306
26400 48741
23279 35242
41497 49152
13759 48415
41865 6110
35366 22495
41887 31942
29036 31294
16402 38391
1270 41551
10164 19754
24419 50509
15140 9365
39674 39644
30219 36576
26508 25793
30586 13685
12559 27701
27340 32513
33212 38822
3472 5545
39870 15887
2709 512
8689 36042
38127 20612
10178 3582
37238 47888
27804 12965
15769 35755
6893 28067
23531 6460
35192 49305
12620 6305
37705 8804
799 5330
22550 23530
37339 5011
27072 5503
6657 49028
1932 46311
22904 21199
15094 31601
11062 29991
16239 13401
27781 33428
19357 7565
29949 14720
12951 31424
5811 1748
17368 11889
3722 2619
41960 47255
41475 35480
12829 51419
5815 38931
11874 49468
36830 23648
18159 17359
4696 31142
23051 5397
17265 4848
9485 957
28972 35218
9834 50097
10227 15894
29928 27787
4843 6665
24190 34940
17764 25747
9437 8786
18396 36697
40676 13424
4106 10969
15923 18504
37431 27371
33361 38313
6195 2681
4244 646
10354 18374
3054 30529
3825 13289
38542 47411
2721 10900
17059 7105
21777 25970
39028 48669
42847 46358
39048 10395
29901 10310
5585 3587
4943 8466
36592 36591
34501 24613
20757 20618
4164 32847
36151 45137
7924 26198
1437 1254
2407 46707
37483 2505
32583 45825
18292 25038
31029 51622
994 4773
23008 8962
36534 51116
7143 39371
19626 24670
41866 16810
20498 37498
12297 42457
6884 7708
40877 46548
2165 12750
35622 34171
16923 4731
158 17542
25232 4167
29158 34909
217 1389
24033 36410
32888 23187
25219 41293
6801 11958
31502 39360
17858 20735
7641 508
13267 22856
15327 15343
15467 35342
19781 25650
26838 33539
37053 50662
21997 17991
9694 21148
14677 30478
10450 12159
32737 43732
29437 29492
8135 41044
10035 1865
14201 14642
35715 28666
25722 43640
10196 20796
4948 11309
32641 39907
18906 29479
37485 31011
5376 32509
27794 50339
6282 13360
9435 42874
3621 730
4291 594
32694 31438
31659 7576
19857 48330
27686 11404
38327 16756
38795 35895
16447 29760
38944 34343
712 2787
9411 12771
34356 8503
32767 32619
988 1648
11986 1079
25881 32283
9510 3121
9267 7468
34425 55
32283 43454
13847 47309
20393 8672
35908 49228
8361 10543
17129 37362
40733 49110
3540 4484
28265 39388
8397 24114
32708 9835
38371 33690
31518 39897
26911 46741
31672 15834
3366 7705
21769 32947
35838 47513
15561 45850
22944 45343
5393 22308
28948 34738
9883 14412
33272 33571
21999 7736
311 7644
6744 19548
23822 26441
19784 40666
38702 6501
40791 11687
5580 17436
2619 10295
35912 13870
2320 114
7328 24020
18299 16836
24459 44015
25351 26997
8889 14898
5551 39980
23710 27879
39685 39427
14327 1123
8193 29567
26350 10999
20794 26379
20877 22131
18670 31588
900 12923
1788 42036
9378 5520
36096 50279
8993 11405
302 6107
29038 31297
10637 11804
27689 49776
30877 10726
17091 20634
38963 49262
32007 9678
21307 27870
29089 22361
7693 14147
1589 197
10405 6715
22380 15534
34347 27359
10712 9105
31950 14239
17664 14958
32265 48058
18015 2762
24248 8060
19677 34432
58 22460
32789 34408
38367 19752
7606 9510
10725 31193
5464 1295
4329 6331
18625 5746
3053 30528
8038 21475
28058 1350
18387 26559
13550 5577
3798 3788
15404 17728
32763 30255
15660 5305
40992 5531
1907 7884
21506 48541
35717 8700
17145 32467
18970 51106
21823 45448
30268 8066
7018 8823
39113 7534
9232 51436
20896 22564
7682 12967
2172 38288
7796 14331
14832 3004
37608 37560
5006 29676
39501 46726
4189 7740
36991 40820
11855 24344
1128 47595
8936 24627
11662 21991
26645 35963
29160 18773
6716 8997
27886 30375
24437 1171
13257 13129
16566 18558
32417 50067
24277 4583
3310 43005
10408 21187
35962 19620
7260 18659
12379 7084
1389 2749
36324 37791
27597 9976
7254 172
27696 37781
27596 13961
36784 41469
8324 36902
7161 42401
25345 38052
28247 41785
24233 39294
31506 26051
13566 5461
33528 14699
8121 128
1519 17078
32801 11456
29716 11652
28869 16430
4255 9883
13547 18349
41790 39282
41348 18154
11156 36834
33002 48269
28123 33959
25936 10540
39049 12584
13294 38426
30226 43030
24931 6641
40220 30006
20633 34354
6946 3236
37955 39376
40742 31114
15633 13253
12877 51220
275 7137
35796 19066
31927 38523
6224 7998
30205 10746
7994 9541
13854 50330
8484 846
34953 37444
5319 5633
33215 39527
26461 16945
12200 37181
39532 43735
8790 23155
16142 48477
27123 13232
5198 9815
28131 33286
15830 16876
21141 43133
31976 32922
35472 12435
3885 28465
8876 46703
30924 18018
16999 15781
8308 28276
6191 35045
3389 24725
29702 44762
1957 13921
9126 9453
1385 3928
38886 17836
42713 21245
27044 8311
23016 21418
25596 1125
33536 4115
28292 1928
23575 47529
33833 37406
1958 2989
7265 18590
42012 30157
14942 17243
42415 30334
7275 8580
24271 27602
40282 49005
26779 49743
21536 48861
25421 42052
31915 27978
6505 49572
38635 47958
40429 29274
3559 47076
1405 41772
17160 39214
33496 16255
1676 3071
29846 18217
5540 26305
10336 20184
38866 26731
31576 40626
29216 31637
3987 39505
5873 42516
21432 39266
23191 3411
103 41418
5096 10218
10092 21393
23657 44100
19999 16993
39122 9882
5572 15602
36772 33804
41583 34495
40905 33308
6122 39281
37571 32065
23618 40566
15030 20131
24990 43711
41164 30089
23066 50450
38087 4359
15045 45404
6535 30115
5312 44614
12010 819
20247 21056
34144 15207
18010 15657
34814 22444
12386 37272
2770 83
42698 51432
12793 12298
13102 2401
28484 17903
4323 1465
17397 12359
24247 5050
21851 34655
27862 49408
16887 1404
6989 24131
12087 45229
26250 50008
36109 24329
9388 13006
7730 25508
40792 25735
37437 34553
6468 1619
40816 46771
18777 32413
39221 3354
7961 13035
31271 51404
39042 16425
40223 49467
23434 10174
12983 27707
40081 47204
39010 8529
42884 45560
31179 24647
10999 23735
35099 45873
26723 8479
38803 39009
37014 25796
29757 25462
14775 7817
9145 12213
5049 40662
9557 8657
4029 7606
22821 47766
23563 45629
31655 37895
37563 39776
39329 34445
8448 45937
2890 1901
2607 7800
774 22796
1872 10189
11568 29040
39359 6065
24001 99
8026 31340
3822 11219
14114 33652
7544 1422
41826 37533
24366 35623
9261 33116
34865 14867
8442 37240
7521 2714
20119 2835
19947 3534
36182 48251
1093 653
41766 44211
189 7071
13721 3436
33113 14839
26846 29171
14081 7072
2788 4673
38288 11445
21368 386
9408 12770
30833 1334
30496 2811
37163 51197
31645 41181
7138 3966
26264 31665
27808 16077
42067 40468
26628 47533
11736 22076
362 10736
20601 50572
9187 37777
13169 3691
43013 28607
1953 1848
38799 36679
2766 44529
382 6834
14551 45934
37832 16006
3416 9851
33976 37060
1534 6671
32720 9479
4279 45669
19826 25351
35916 9177
40275 29781
29622 950
42389 11840
12269 47933
36845 39794
28439 9339
21975 49812
30049 45274
29619 43304
16972 39755
34439 4777
26753 51425
24536 19967
15226 13826
40274 5608
36247 49036
39277 6280
7722 8989
7546 1539
20434 3098
35611 16414
17973 36706
25803 25093
1011 5475
11246 46264
28780 37356
14771 49960
14227 24052
33014 46443
11876 25601
33306 50902
27230 6440
22208 6243
23014 51125
12562 2460
3370 32471
13295 5565
16842 10835
1548 5361
29695 51478
9273 19744
27604 18837
32620 27171
12110 33029
36688 28423
34050 25511
42512 30411
18290 670
30894 16814
28366 39437
31091 37404
28711 36797
36118 36071
28033 16856
33126 4236
39510 42626
31611 43561
3800 4899
38974 27599
41343 40348
10213 45475
13774 18941
25583 37052
41949 46084
3414 39358
38330 45700
8563 5444
22343 11983
6927 1443
10422 27822
18589 17128
10531 1790
30350 20236
13726 4409
36014 551
26839 11795
12705 19557
35212 29996
28829 44129
22683 23276
23642 32538
72 23050
39288 23714
39771 38070
30672 3432
7189 6899
22848 17886
28121 14041
19043 27216
8062 47368
28249 1403
19915 49983
35766 41686
11403 9294
8131 25407
4591 19527
22928 23924
25753 48169
17027 51067
16444 29757
3608 601
7374 20958
29536 36224
37459 45421
5620 142
18971 47803
11105 14292
31034 35675
33299 3574
1854 7939
19499 8840
28109 29363
14142 4283
3732 8458
37629 2382
40736 34571
8931 4986
40041 8109
42718 9124
42098 23677
10162 18280
40819 18417
30600 28779
25665 19346
38300 35325
28379 23482
20791 21797
43018 31031
33097 51142
13255 50223
1279 6973
20692 21238
14387 30128
39339 18105
26183 34069
26092 26004
36709 38160
40074 23371
22560 28136
17104 17216
5058 13341
21181 29227
3940 43160
5343 23268
7094 33993
17041 15222
18764 11747
38386 13078
1095 1143
37521 38548
18469 8218
20762 12461
15571 40843
8049 33207
36388 21308
23624 41921
20945 15005
14479 50678
4354 47659
6670 14304
5075 10609
14466 41397
28848 7488
11234 26383
29537 40682
31712 19547
16558 15377
37863 32419
18659 15464
7281 3613
11450 11161
3112 4502
1476 43229
23031 28684
16050 40974
19804 43000
13805 40887
2086 49035
20501 3866
39478 45043
8590 25337
37551 46900
21853 37473
37370 9107
28907 33928
9375 38721
4961 724
33286 50742
36902 47598
501 32507
23170 25999
21059 26961
36114 46255
7727 39825
40412 46813
12832 10171
13220 14271
17132 18810
16189 3283
20895 8031
25432 22816
39327 39415
36287 33018
36401 47377
38068 20189
17893 38710
42507 7944
20187 11473
7716 41601
21208 51175
39883 32998
42897 14914
21339 37456
32921 17036
39921 41357
32354 45802
840 15455
32230 43752
2897 25812
37261 7900
36696 12708
17193 25894
19157 48886
22884 37001
19847 71
9970 33482
42734 47902
11921 47962
26927 9114
41042 22366
39055 12119
27021 47849
6239 23770
7943 45269
42758 30700
25969 50626
32038 39220
22302 29465
14834 3007
35035 8303
12276 377
37152 19281
29727 37880
4901 843
19311 21957
12264 27960
16599 28330
38248 46384
22400 9622
30368 31404
13488 43535
40753 10212
1635 4534
11657 6960
3719 41465
1446 12189
1005 10810
8425 23271
31281 39137
21537 49531
15007 15305
253 20493
36437 2337
39001 31525
10571 34838
38313 22679
28803 22272
8532 40987
11371 8677
11298 26183
15970 16761
4664 47210
8679 48795
20269 10949
21600 46835
12560 22317
29238 13943
34919 33717
3866 11109
16660 43217
33290 34846
41301 9977
12880 51223
39038 6022
5093 864
14358 21534
26342 29061
40732 20139
42515 44680
30358 16163
7302 4095
25642 50702
34271 26159
24555 47256
38388 38458
39190 45735
16498 28088
35961 6466
17006 5141
26054 20715
31364 48462
35679 39279
16359 13645
28514 33122
22655 10899
11320 16173
12261 35413
26803 43930
31838 5639
15646 46303
23875 27204
18174 3066
36033 50405
1458 30816
7912 12650
13634 38367
12406 7012
30033 12782
36010 20816
36046 18660
33872 39264
30813 45018
20700 35125
31394 12097
4941 521
34401 50575
24136 18749
30156 28830
6965 31105
26294 27452
40811 4751
19549 22838
17223 2248
5722 11436
10189 30000
12015 6636
42925 15034
25308 9611
13379 36248
8647 37092
33446 33441
30080 28194
1299 33074
6539 5760
11160 7076
42471 26659
32498 23233
611 21629
20591 6307
23626 9458
19957 26888
17430 8825
15362 710
3895 24361
3771 6856
19179 7720
36564 14811
11798 15152
5947 3425
3566 874
36760 41503
24641 36587
10996 27059
35139 23439
39063 25198
33553 32421
15591 20560
22452 5062
16508 50391
14164 8596
6813 4994
25617 37187
8637 11159
11754 761
31437 25221
12326 24488
25798 13201
40808 7493
42596 51348
16591 13163
3243 581
24207 27461
6108 13297
19920 34884
5413 46450
30507 34637
18053 49570
4657 23213
23885 3330
34799 28650
4182 3154
22570 51585
7509 1641
34628 4310
9446 14339
37208 49129
6121 40244
38630 10789
11601 25423
13641 26420
20391 26818
28823 23170
4177 20825
16268 37521
37822 22614
8176 15012
16198 19438
29400 8730
25238 15334
22610 33224
7244 6372
10279 39283
29382 30925
5046 11102
9089 10831
11342 15961
19369 5431
22 24223
20723 16816
35944 8795
37232 4490
38005 30914
30241 26881
19639 20886
28687 43852
12149 17158
405 21506
41242 21944
8584 5787
30747 30908
19191 18245
23124 14036
4533 3090
26494 27914
15057 8680
12176 38990
13305 49940
12039 41497
3964 2879
20377 23720
36086 49159
14420 26715
13583 949
40295 11483
2366 20932
35836 44578
35367 34302
6691 18098
14149 12103
18422 29875
25014 29981
7639 15311
1201 33967
4676 13130
16423 26361
9247 43709
30286 11544
2494 24403
4133 12502
11677 6827
16565 10098
36241 39107
2801 33006
5400 12689
26389 40096
13043 45166
31191 23536
15653 47774
8873 23208
32163 35262
36539 38013
14242 26974
3181 13975
40190 16039
36929 29240
28468 41685
25334 47289
35124 40060
1719 38174
5967 36577
38469 11352
15729 39945
16007 10499
4227 28893
6368 5674
42475 5482
5870 12158
28138 16983
41965 16999
24159 39782
42796 28695
17401 36289
4726 7117
6603 48116
32814 36482
6509 24520
18384 15881
26490 19718
37835 40699
5140 15861
1009 27146
34319 24270
18922 35662
18887 18224
7172 25525
21888 13251
27783 33430
37566 33108
34472 39545
14131 51650
8829 1435
25558 39887
40683 40128
30969 36929
32572 41097
14067 6604
11881 17282
12212 3671
17035 25538
20422 6346
30074 7863
27071 49911
3249 18340
21218 44997
1218 18993
20593 17959
7487 11657
37172 41023
11422 219
11312 47330
4725 1714
2210 12263
42421 1024
39218 46051
33347 21922
6727 39006
20146 231
31478 27816
19134 2443
37625 4513
34792 45215
1861 2530
13243 36732
8473 26402
9836 15859
11884 8888
18440 21530
596 29395
23218 34692
15338 13383
9853 35031
41120 25317
7421 28484
30444 12841
40786 39561
6930 38211
8724 38000
12215 11931
33725 46398
14294 5553
42156 13963
89 15780
14191 17423
752 8056
31974 19349
10275 31292
33107 41131
17567 18680
6866 13513
27752 3442
15307 7517
17600 3912
5137 1626
34859 12925
21746 19182
21775 25968
4472 14772
4720 13714
35842 41338
27178 42756
2299 19526
5216 1970
10844 8972
12226 28573
20638 41908
687 14258
22235 21963
20814 49301
8338 40504
7688 9492
26909 18095
32465 42552
12464 25431
8375 28862
9185 8572
28373 34973
38961 49260
16704 26668
3128 5457
22929 33953
5395 6595
18048 23818
26107 33013
6667 30191
22209 24460
1694 37744
11211 28713
29498 23150
18728 25117
21330 35541
4421 33468
18337 21086
1305 6534
9674 3048
13063 32904
28575 6902
14353 18324
27821 27465
9982 9216
20948 2014
26365 25253
37162 40550
3273 11457
18962 15469
19525 22039
24927 28173
15881 15896
16162 23834
12931 17710
29639 22144
23793 41764
2369 20935
9403 12765
2450 48614
36951 11346
1477 23404
22296 15044
23347 13100
5796 44712
17789 1144
10955 45498
9395 6503
11939 22225
33933 25657
15763 9027
40878 46549
24756 24309
5435 7842
31625 3271
20873 23327
30498 20166
27 3390
25404 17745
15319 47495
18072 14935
28515 26326
14684 1806
8209 27582
35047 9910
1601 32365
37720 16243
16322 17568
30592 41664
40686 32524
8834 49866
13238 11730
16561 16138
9788 22056
4081 39102
19743 18441
34686 20721
33225 28740
19420 49854
19031 13348
15803 22566
29717 2030
17247 27756
347 42897
27584 5042
36428 36074
21954 2671
2716 4524
33495 23823
4502 1009
7971 24091
26682 11268
12435 21458
29708 45883
31495 29009
15884 19234
13635 12522
37780 13771
7916 45437
39628 27649
19818 7946
30434 14441
4160 35001
26710 10281
239 2822
2616 30826
21245 37491
27238 41121
6872 36629
37905 15240
35434 33329
6068 6299
14418 41733
25539 40620
8565 22807
29144 35669
28593 23731
42759 30701
14281 47573
20069 50329
13513 12957
33465 2500
15051 23304
19762 51352
34284 21567
37601 18771
18439 29480
27623 35770
42593 32200
23863 18978
13284 11348
11287 13859
23736 11791
1147 5781
9332 19133
11683 12488
31093 30114
40425 46800
32938 26694
6613 181
27843 34138
15934 17196
21385 16778
30121 32767
27489 49163
8084 16221
24707 34462
18919 28946
42514 47908
38909 35059
244 7509
4968 12306
3487 16217
7338 14654
10742 3602
19962 42562
35719 50384
5523 24563
33382 46329
28875 19518
12852 35849
836 20170
12668 27838
25304 11653
10877 32024
31400 40962
30719 5273
12724 9435
19893 43468
22531 13527
27564 2323
16425 26363
18519 17767
13360 17810
33132 41352
33999 33250
21948 42777
23666 23694
23584 45652
9293 11478
9057 842
8268 8095
33687 20342
9669 2412
27638 24787
4606 17633
8965 10401
15060 24535
5155 38846
33954 42749
22048 7355
6014 4085
24016 31041
39402 9958
41142 9892
42478 30428
36427 18847
1705 10785
4280 44767
34874 46680
13739 39805
20180 36013
12197 2934
20306 438
10355 11200
540 1643
11189 21479
32119 5068
8980 6506
11605 29099
13252 2569
16987 37125
32756 8435
33474 48397
33737 36851
37440 16442
22870 35694
29286 27869
40381 28892
37962 21512
32017 26260
27194 24830
27765 40036
18591 6271
41578 31098
19521 45390
21528 7714
15490 41037
6631 28533
28721 50733
33665 34055
30262 32127
32062 31314
39655 33095
16201 15299
10242 6245
22220 36271
13724 20135
10650 35783
16389 26233
232 6642
30903 48348
20828 11239
8626 13779
25570 47724
8545 21372
20082 47180
24511 13416
19246 27566
11962 24871
621 3394
32225 40899
34884 14419
39824 26280
11697 30696
8676 34380
8423 44404
39321 48916
15371 10276
27124 32572
19035 6023
5896 39027
2029 46004
20775 42901
20006 47154
623 3096
26626 7122
14854 34558
8729 15444
32895 15216
2654 4649
26351 36006
30963 23859
17198 9744
320 19277
8368 43513
23487 10681
14487 34385
23179 17019
31621 33628
20231 47534
17881 11468
42457 25125
37449 27248
6125 45671
30210 7889
33997 25946
17613 21521
33539 38027
26993 40489
2055 23266
41041 7981
20621 17350
6263 44653
10311 37418
8592 49333
29739 22382
30402 18609
35364 35548
34674 31934
26039 20639
17745 20097
40598 37612
27487 38043
13391 13832
17128 37361
15095 25846
34119 540
34070 15579
17271 15415
14547 32926
28380 8693
37907 29585
32914 10720
36258 46611
6538 30116
16805 11650
32324 21679
1991 11844
15656 47777
42581 6893
11338 2407
13010 5708
23685 24280
39979 3531
1626 1333
12237 44832
20009 6234
5374 2229
24623 19748
36633 24963
32726 40233
29195 10207
32758 32300
24420 50510
16957 15825
30370 31406
37234 7734
3834 1114
12664 12275
5709 5048
26346 49069
17566 18678
1380 20677
23441 35018
38945 26351
10332 2064
2738 48607
20367 21773
30061 40831
3369 43053
5997 26681
4518 4517
16087 32959
9583 44784
39094 45088
16415 44140
37524 38551
37012 33120
24279 39303
32696 31440
16973 23754
12909 28691
14708 1902
12660 21318
32688 9535
12648 5720
6207 20240
29751 30491
1956 6334
3262 4379
2557 18369
38858 7541
6960 38228
4324 20554
7180 35814
9268 1743
14766 9728
8900 45239
21453 15955
28017 5391
5345 8111
5630 8080
41394 28550
22112 13896
11314 23003
348 42898
26218 46888
26849 24990
30846 10507
22144 8674
42028 46638
27519 44863
41620 18657
879 1966
41311 41198
12962 25518
28807 6415
22187 31101
23002 38946
23394 9307
14819 39575
33799 3125
22580 30822
14440 22107
41538 40733
40324 29705
20382 14321
27540 44024
12555 28205
32815 42622
15083 18330
10767 14240
2702 17398
12324 24486
34383 3387
7044 32630
21729 14635
19596 12187
27083 20062
25053 27222
12766 27478
19901 15290
26326 2532
36288 33019
35524 21657
11950 31686
34658 23412
7055 8614
8684 9810
11091 50449
7345 27353
26650 43157
9625 42546
1815 9575
37063 46862
11277 31581
19025 21675
4086 1266
11313 21201
18397 20678
42083 39204
8945 49135
24828 34948
1078 31239
21271 5472
40293 29638
30776 47320
16105 20564
12340 47589
18954 9096
25794 49698
9343 26942
26238 10768
14024 27574
29198 29515
15410 30572
27659 22890
12849 31714
15383 50495
18198 30161
10570 4956
14820 39576
35304 23927
13980 48133
14822 48342
9 26461
7783 1830
7122 15631
33792 1468
26671 37330
31056 12651
26202 25162
26296 23722
11048 11752
6219 5253
5276 39456
22998 18922
27687 12455
43000 9163
38142 45787
39265 12685
16956 13092
34790 34054
15414 20233
15669 32727
18342 10875
21510 34566
8947 3026
32869 5899
25178 47216
12142 46331
11668 456
13188 7819
6699 4249
1712 902
10169 31760
14783 42369
21333 41306
22058 14273
15636 8146
12203 26463
11524 7910
22730 42482
7079 445
14499 19995
5514 22845
42770 27424
8437 64
19203 29836
34923 45231
26819 44608
18357 40841
37859 45278
7253 5645
29045 44476
26146 10946
19313 24461
27185 25532
10096 5653
32802 21823
29135 44127
12551 21628
34223 19033
10109 8967
22120 29180
7956 4458
40649 8642
27217 51349
16253 1974
16953 10404
7970 24090
41226 29148
42748 29421
8392 40476
28985 39949
20296 6345
32040 35223
7428 20369
3512 47880
32738 4784
28897 16998
37200 34592
3227 3694
6088 35601
34043 187
18594 6273
26859 23764
35289 6057
32535 49783
10460 38541
3408 1197
22025 25933
11964 15757
17050 16704
4639 13403
17985 23078
14370 21737
37916 15123
5149 18040
25223 41297
3075 502
8493 27802
20133 45330
14861 43807
4147 2553
38950 44764
7274 5219
15538 5601
18587 21895
6545 30356
27225 42242
19985 12853
867 11620
7036 16972
9162 51578
2711 15742
21613 4021
37712 44747
6532 45598
7846 46071
6675 48558
32703 50871
572 8137
16475 4803
8215 6025
8300 2294
33237 7454
42477 35259
5038 36692
13893 12422
19923 2605
4151 50473
31730 31962
34992 25973
17817 42787
27231 2139
28846 50838
12846 44302
33293 22313
33723 46396
25828 28018
34624 4304
2501 17164
14330 46410
17228 41595
22334 15208
21323 24407
37467 4192
2001 4118
32437 17861
39485 14027
41069 18668
20318 22997
18491 45441
10479 46776
28086 4550
5100 14953
42007 50427
33657 26545
19740 11688
30996 8428
19867 9408
1220 39569
21140 24695
10346 35771
7202 22316
24741 27771
9091 12714
2985 22962
4142 2548
9905 23399
24195 37743
28622 33460
17421 2453
31875 42338
2943 16151
32515 4716
35982 7971
12017 30401
16780 34141
13848 9501
22824 47769
14247 5478
32884 42451
25120 8168
14815 10227
17312 16402
28559 12312
31847 4707
3527 12144
26419 7113
2468 18248
24410 10161
34977 15336
2102 10383
15563 14502
39774 49835
10931 4761
7705 18378
5351 26061
21039 11861
18546 15874
38432 34768
19117 11604
11318 1568
26445 17843
14291 12533
208 19324
1012 776
12271 6398
16959 26531
15117 8461
20925 23763
11828 16909
28706 45728
15387 12846
42130 36111
20322 11041
18571 43296
29792 7748
42957 21712
25012 42173
22523 17138
29157 13438
1020 33765
17588 19228
34145 4195
23009 14894
23616 851
12706 16174
18211 430
29079 40092
15765 7132
6184 38095
19717 1354
42994 34801
24429 17360
36119 16806
18271 8456
30503 28255
11878 12004
37159 21007
5983 3462
21942 26967
37174 3724
32663 25036
5708 5724
34806 23316
37227 8355
13420 19030
25182 36001
9639 4356
25269 31454
36393 32624
5422 23077
11513 12555
21842 23984
8401 7064
36842 12938
20721 36649
42800 46635
34056 50622
35274 10852
38698 33032
40106 37765
10013 10924
39106 3630
26750 38936
4204 13849
31738 4816
17239 13679
28962 36475
23449 22054
38409 7967
12397 255
13226 8224
37672 39841
25591 23357
42120 47125
7476 442
39442 50724
11994 3492
21926 32026
15055 38287
39137 8250
15310 7353
1294 25806
9683 17879
14772 37200
10956 2995
31734 42466
11643 15878
2161 18514
15575 21758
19281 29897
3293 2419
30357 16162
472 791
8114 14781
1564 2317
36663 33177
23611 489
7952 10284
13313 47502
11938 24202
19288 26278
35950 15693
33242 35663
20866 4355
5418 17692
26573 11030
21983 18780
6764 22398
40147 17267
35867 19497
28244 1560
4637 12503
34704 15824
33586 28285
42660 38947
15130 5381
20695 7331
5277 20386
17133 2001
33655 25013
31138 39493
16292 3623
5502 5607
30229 22865
21598 13019
37289 50108
2628 29277
31953 2948
23346 22524
23430 26529
27011 16564
11266 27936
2904 8336
2495 26951
2271 28099
9399 12760
12470 12222
41340 42315
3410 32833
38425 21491
1368 19125
35241 14706
12434 32372
33301 22660
6711 3179
23877 39892
19404 548
31073 29615
29598 29798
3092 920
35492 8622
24620 40396
35014 25021
18459 29559
37868 3547
18460 45476
30754 20516
2174 22041
23340 17068
35213 29995
2304 22692
3865 13916
24784 30545
42802 39305
23708 27877
17115 46894
559 10179
34430 48914
16659 5252
40290 16262
18421 34274
35027 16616
8839 38183
4161 9192
31828 38714
7610 6356
31964 4666
35357 27428
35372 1596
15489 35628
31951 4574
42580 6892
26467 2666
31646 27318
17448 45896
3533 6442
17922 8771
3544 11595
29929 51544
40461 9447
30270 26459
25485 5206
38363 6705
1729 3358
15866 3291
19950 13880
39222 37811
42333 12117
36864 20970
18441 37915
19872 4756
23659 50319
41039 7979
23834 5969
28885 32761
40 148
19009 10002
15031 23253
38876 46035
37888 9428
4583 3778
20559 17600
33395 24616
10593 48903
4810 26943
41244 47114
7856 14724
4670 21463
11036 45919
33160 21714
3483 3566
22213 19618
8188 7469
11765 9844
24669 38960
5271 25296
30409 35511
34416 43409
8671 40832
25167 50695
25416 3167
22247 7561
21259 42754
27070 41748
15817 20107
18436 22173
6845 6935
15386 33809
27786 14431
34377 49814
14921 37284
21295 32858
23493 26445
31756 8042
23963 46080
24502 24406
1624 9945
2617 30827
17116 17407
5491 10542
7672 18226
33733 22264
29624 11383
17094 12478
22191 20544
28527 12449
33824 18031
16282 14365
37327 38719
16146 10067
14196 19710
18216 32348
21244 37490
23862 34582
194 34745
31937 40935
36514 34286
41893 36398
18807 5432
7076 19929
5965 19972
12731 11590
15246 24809
32579 45823
1916 23493
24535 9379
20492 41872
9333 33509
16680 11097
8070 23802
10098 49014
38782 34330
10201 8347
17834 16780
28752 13852
18510 17272
20822 757
23233 3386
16035 29197
17018 39258
12916 12112
24154 21287
18620 7779
17296 1477
23535 31388
30167 7268
8492 3504
1716 397
1313 8921
18644 22655
6778 46088
16544 16122
292 2584
780 12109
27224 42241
12371 38153
33172 40502
14346 33646
3156 30390
31133 28910
6142 23422
24870 13974
23021 12025
15674 16184
42131 36112
33767 36555
